timestamp,obstacle_count,iteration,model,start_pos,goal_pos,success,collision,timeout,steps,final_distance,duration_seconds,obstacle_positions
2025-11-03T20:55:17.596796,2,2,Pure Neural,"[3.0, -3.0, 1.0]","[0.013699579372791426, -1.4973200569028096, 1.0]",True,False,False,4284,0.09343236887177495,49.840967893600464,"[{'id': 'test_obs_0', 'shape': 'cylinder', 'pos': [3.0974867456469477, 1.2891892734908723, 1.0], 'size': [0.051154162697104315, 1.0], 'color': [0.11604888885231955, 0.8699828021513295, 0.7691078313792167, 1.0]}, {'id': 'test_obs_1', 'shape': 'cylinder', 'pos': [2.5365895934186686, -0.7334872210444956, 1.0], 'size': [0.06080181361835288, 1.0], 'color': [0.20204109872345272, 0.5091574186107334, 0.7119839213684179, 1.0]}]"
2025-11-03T20:55:34.717947,2,2,Neurosymbolic,"[3.0, -3.0, 1.0]","[0.013699579372791426, -1.4973200569028096, 1.0]",True,False,False,1694,0.0981471698843076,17.12095880508423,"[{'id': 'test_obs_0', 'shape': 'cylinder', 'pos': [3.0974867456469477, 1.2891892734908723, 1.0], 'size': [0.051154162697104315, 1.0], 'color': [0.11604888885231955, 0.8699828021513295, 0.7691078313792167, 1.0]}, {'id': 'test_obs_1', 'shape': 'cylinder', 'pos': [2.5365895934186686, -0.7334872210444956, 1.0], 'size': [0.06080181361835288, 1.0], 'color': [0.20204109872345272, 0.5091574186107334, 0.7119839213684179, 1.0]}]"
2025-11-03T20:56:23.641007,2,3,Pure Neural,"[-3.0, 3.0, 1.0]","[1.2117793778177628, -1.32044271538285, 1.0]",False,False,True,5000,3.710568439619482,48.92272210121155,"[{'id': 'test_obs_0', 'shape': 'box', 'pos': [1.1892955781808459, 3.447096845592739, 1.0], 'size': [0.0618577883313446, 0.08001319908842655, 1.0], 'color': [0.838973020332671, 0.7210374241281655, 0.730014469172801, 1.0]}, {'id': 'test_obs_1', 'shape': 'cylinder', 'pos': [-0.6485248558695178, 0.7897437646806719, 1.0], 'size': [0.05054309408212371, 1.0], 'color': [0.5114265372221992, 0.6073600857768409, 0.7070088532941697, 1.0]}]"
2025-11-03T20:56:43.173521,2,3,Neurosymbolic,"[-3.0, 3.0, 1.0]","[1.2117793778177628, -1.32044271538285, 1.0]",True,False,False,2050,0.0995136439405195,19.532418251037598,"[{'id': 'test_obs_0', 'shape': 'box', 'pos': [1.1892955781808459, 3.447096845592739, 1.0], 'size': [0.0618577883313446, 0.08001319908842655, 1.0], 'color': [0.838973020332671, 0.7210374241281655, 0.730014469172801, 1.0]}, {'id': 'test_obs_1', 'shape': 'cylinder', 'pos': [-0.6485248558695178, 0.7897437646806719, 1.0], 'size': [0.05054309408212371, 1.0], 'color': [0.5114265372221992, 0.6073600857768409, 0.7070088532941697, 1.0]}]"
2025-11-03T20:57:35.453443,2,4,Pure Neural,"[3.0, -3.0, 1.0]","[-1.2133167549829653, -1.4435185681393303, 1.0]",False,False,True,5000,0.2919750977999594,52.27959704399109,"[{'id': 'test_obs_0', 'shape': 'box', 'pos': [0.5763194704307636, -1.3123721109988913, 1.0], 'size': [0.07500480462873049, 0.10283551299490068, 1.0], 'color': [0.4460471476819933, 0.7004014382116603, 0.34639800734662607, 1.0]}, {'id': 'test_obs_1', 'shape': 'box', 'pos': [-3.147613262166025, 0.9441185427296175, 1.0], 'size': [0.056280385176042586, 0.08743221942328705, 1.0], 'color': [0.569704777015633, 0.4985470318668962, 0.6649463776146669, 1.0]}]"
2025-11-03T20:58:00.945582,2,4,Neurosymbolic,"[3.0, -3.0, 1.0]","[-1.2133167549829653, -1.4435185681393303, 1.0]",True,False,False,2244,0.09863523434889325,25.49199938774109,"[{'id': 'test_obs_0', 'shape': 'box', 'pos': [0.5763194704307636, -1.3123721109988913, 1.0], 'size': [0.07500480462873049, 0.10283551299490068, 1.0], 'color': [0.4460471476819933, 0.7004014382116603, 0.34639800734662607, 1.0]}, {'id': 'test_obs_1', 'shape': 'box', 'pos': [-3.147613262166025, 0.9441185427296175, 1.0], 'size': [0.056280385176042586, 0.08743221942328705, 1.0], 'color': [0.569704777015633, 0.4985470318668962, 0.6649463776146669, 1.0]}]"
2025-11-03T20:58:58.918503,2,5,Pure Neural,"[3.0, 3.0, 1.0]","[-2.2918850724019366, 2.995901864427587, 1.0]",False,False,True,5000,0.29459738173842137,57.97252893447876,"[{'id': 'test_obs_0', 'shape': 'cylinder', 'pos': [-3.1877040031391175, 0.6135403613239236, 1.0], 'size': [0.07364194255439092, 1.0], 'color': [0.17331624684841068, 0.35279550157091166, 0.6801041537257, 1.0]}, {'id': 'test_obs_1', 'shape': 'box', 'pos': [2.620628754335874, 0.8131790767473749, 1.0], 'size': [0.07833822046061516, 0.08855757211339052, 1.0], 'color': [0.8816013048395865, 0.5016966048170731, 0.45399232883032736, 1.0]}]"
2025-11-03T20:59:14.347490,2,5,Neurosymbolic,"[3.0, 3.0, 1.0]","[-2.2918850724019366, 2.995901864427587, 1.0]",True,False,False,1417,0.0977125110784946,15.428870916366577,"[{'id': 'test_obs_0', 'shape': 'cylinder', 'pos': [-3.1877040031391175, 0.6135403613239236, 1.0], 'size': [0.07364194255439092, 1.0], 'color': [0.17331624684841068, 0.35279550157091166, 0.6801041537257, 1.0]}, {'id': 'test_obs_1', 'shape': 'box', 'pos': [2.620628754335874, 0.8131790767473749, 1.0], 'size': [0.07833822046061516, 0.08855757211339052, 1.0], 'color': [0.8816013048395865, 0.5016966048170731, 0.45399232883032736, 1.0]}]"
2025-11-03T21:00:09.899316,2,6,Pure Neural,"[-3.0, -3.0, 1.0]","[-0.48684513877122537, 2.547972591208434, 1.0]",False,False,True,5000,0.31918069112330255,55.551486015319824,"[{'id': 'test_obs_0', 'shape': 'cylinder', 'pos': [-0.7652164907664446, -1.025882069166419, 1.0], 'size': [0.07017708197719917, 1.0], 'color': [0.23173555788373879, 0.7781046028312877, 0.5847280245064627, 1.0]}, {'id': 'test_obs_1', 'shape': 'box', 'pos': [-0.8757442996606478, -2.821145543516266, 1.0], 'size': [0.06774654951936497, 0.08821733650605346, 1.0], 'color': [0.4777970766377643, 0.5933867381279451, 0.29335864952483115, 1.0]}]"
2025-11-03T21:00:26.205799,2,6,Neurosymbolic,"[-3.0, -3.0, 1.0]","[-0.48684513877122537, 2.547972591208434, 1.0]",True,False,False,1346,0.09596126938135723,16.306411027908325,"[{'id': 'test_obs_0', 'shape': 'cylinder', 'pos': [-0.7652164907664446, -1.025882069166419, 1.0], 'size': [0.07017708197719917, 1.0], 'color': [0.23173555788373879, 0.7781046028312877, 0.5847280245064627, 1.0]}, {'id': 'test_obs_1', 'shape': 'box', 'pos': [-0.8757442996606478, -2.821145543516266, 1.0], 'size': [0.06774654951936497, 0.08821733650605346, 1.0], 'color': [0.4777970766377643, 0.5933867381279451, 0.29335864952483115, 1.0]}]"
2025-11-03T21:00:29.599688,2,7,Pure Neural,"[-3.0, -3.0, 1.0]","[-1.758772093162384, -1.2207605073447294, 1.0]",True,False,False,287,0.09772344386038366,3.3934571743011475,"[{'id': 'test_obs_0', 'shape': 'cylinder', 'pos': [0.9334717575055911, -1.033168125681263, 1.0], 'size': [0.06732426574682784, 1.0], 'color': [0.23162808564781417, 0.43384147639337867, 0.8156277985121169, 1.0]}, {'id': 'test_obs_1', 'shape': 'cylinder', 'pos': [-2.773873267896592, 1.273057580629701, 1.0], 'size': [0.08160880002199022, 1.0], 'color': [0.8586764192693457, 0.6994524622838922, 0.5935064093439761, 1.0]}]"
2025-11-03T21:00:47.303262,2,7,Neurosymbolic,"[-3.0, -3.0, 1.0]","[-1.758772093162384, -1.2207605073447294, 1.0]",True,False,False,1487,0.09493271100380961,17.70345711708069,"[{'id': 'test_obs_0', 'shape': 'cylinder', 'pos': [0.9334717575055911, -1.033168125681263, 1.0], 'size': [0.06732426574682784, 1.0], 'color': [0.23162808564781417, 0.43384147639337867, 0.8156277985121169, 1.0]}, {'id': 'test_obs_1', 'shape': 'cylinder', 'pos': [-2.773873267896592, 1.273057580629701, 1.0], 'size': [0.08160880002199022, 1.0], 'color': [0.8586764192693457, 0.6994524622838922, 0.5935064093439761, 1.0]}]"
2025-11-03T21:00:57.490817,2,8,Pure Neural,"[-3.0, 3.0, 1.0]","[-0.7990179750375521, -0.5592839210705964, 1.0]",True,False,False,857,0.09858552454610603,10.18710994720459,"[{'id': 'test_obs_0', 'shape': 'cylinder', 'pos': [2.8930857895214204, 3.0841396464117645, 1.0], 'size': [0.05591315800025841, 1.0], 'color': [0.14482741091299767, 0.226929084261079, 0.7360060559156218, 1.0]}, {'id': 'test_obs_1', 'shape': 'box', 'pos': [1.4988353594417432, 2.5306701113703616, 1.0], 'size': [0.07751027857131772, 0.05336581446252939, 1.0], 'color': [0.8829474484827806, 0.10682848292521481, 0.5793321929439255, 1.0]}]"
2025-11-03T21:01:13.955695,2,8,Neurosymbolic,"[-3.0, 3.0, 1.0]","[-0.7990179750375521, -0.5592839210705964, 1.0]",True,False,False,1343,0.09105410986060548,16.464740753173828,"[{'id': 'test_obs_0', 'shape': 'cylinder', 'pos': [2.8930857895214204, 3.0841396464117645, 1.0], 'size': [0.05591315800025841, 1.0], 'color': [0.14482741091299767, 0.226929084261079, 0.7360060559156218, 1.0]}, {'id': 'test_obs_1', 'shape': 'box', 'pos': [1.4988353594417432, 2.5306701113703616, 1.0], 'size': [0.07751027857131772, 0.05336581446252939, 1.0], 'color': [0.8829474484827806, 0.10682848292521481, 0.5793321929439255, 1.0]}]"
2025-11-03T21:01:30.189065,2,9,Pure Neural,"[-3.0, 3.0, 1.0]","[-2.4085312858393437, -2.5872503925646213, 1.0]",True,False,False,1364,0.09761557715734344,16.232900142669678,"[{'id': 'test_obs_0', 'shape': 'box', 'pos': [-0.7260893101965575, -0.9722484108135742, 1.0], 'size': [0.09377452108779008, 0.07777479580861331, 1.0], 'color': [0.702024363849143, 0.8346846439776211, 0.3544846908741266, 1.0]}, {'id': 'test_obs_1', 'shape': 'box', 'pos': [3.083893662524655, 1.1649944696658623, 1.0], 'size': [0.0630079055961972, 0.05553647333712777, 1.0], 'color': [0.3865493734000015, 0.6814702041414324, 0.5466854735905912, 1.0]}]"
2025-11-03T21:01:50.292202,2,9,Neurosymbolic,"[-3.0, 3.0, 1.0]","[-2.4085312858393437, -2.5872503925646213, 1.0]",True,False,False,1678,0.09739950117025553,20.10289192199707,"[{'id': 'test_obs_0', 'shape': 'box', 'pos': [-0.7260893101965575, -0.9722484108135742, 1.0], 'size': [0.09377452108779008, 0.07777479580861331, 1.0], 'color': [0.702024363849143, 0.8346846439776211, 0.3544846908741266, 1.0]}, {'id': 'test_obs_1', 'shape': 'box', 'pos': [3.083893662524655, 1.1649944696658623, 1.0], 'size': [0.0630079055961972, 0.05553647333712777, 1.0], 'color': [0.3865493734000015, 0.6814702041414324, 0.5466854735905912, 1.0]}]"
2025-11-03T21:02:48.017093,2,10,Pure Neural,"[-3.0, -3.0, 1.0]","[1.0136726154397397, -0.3854707928891967, 1.0]",False,False,True,5000,0.2761698440740893,57.72415065765381,"[{'id': 'test_obs_0', 'shape': 'cylinder', 'pos': [3.4794368070465334, 3.148532662534665, 1.0], 'size': [0.07973608157311475, 1.0], 'color': [0.5963509708236012, 0.7570560670747616, 0.41914547376749167, 1.0]}, {'id': 'test_obs_1', 'shape': 'cylinder', 'pos': [-1.183233386082589, -2.6702597699821933, 1.0], 'size': [0.05078848079832453, 1.0], 'color': [0.5831631673197178, 0.32347918745965776, 0.3659098418143455, 1.0]}]"
2025-11-03T21:03:16.602286,2,10,Neurosymbolic,"[-3.0, -3.0, 1.0]","[1.0136726154397397, -0.3854707928891967, 1.0]",True,False,False,2370,0.09596640204554885,28.585063934326172,"[{'id': 'test_obs_0', 'shape': 'cylinder', 'pos': [3.4794368070465334, 3.148532662534665, 1.0], 'size': [0.07973608157311475, 1.0], 'color': [0.5963509708236012, 0.7570560670747616, 0.41914547376749167, 1.0]}, {'id': 'test_obs_1', 'shape': 'cylinder', 'pos': [-1.183233386082589, -2.6702597699821933, 1.0], 'size': [0.05078848079832453, 1.0], 'color': [0.5831631673197178, 0.32347918745965776, 0.3659098418143455, 1.0]}]"
2025-11-03T21:04:17.548163,3,1,Pure Neural,"[3.0, -3.0, 1.0]","[1.3984121073717457, 0.9357497775772003, 1.0]",False,False,True,5000,0.19680572825847442,60.945494174957275,"[{'id': 'test_obs_0', 'shape': 'cylinder', 'pos': [-2.839518139832098, -3.2129380497258957, 1.0], 'size': [0.058250798705795685, 1.0], 'color': [0.5209874815445028, 0.7255603625613379, 0.6312915004345611, 1.0]}, {'id': 'test_obs_1', 'shape': 'box', 'pos': [-1.3496581580721156, -0.5936562884384763, 1.0], 'size': [0.0627552136543093, 0.06594674660602627, 1.0], 'color': [0.6402983561960228, 0.825434694420684, 0.31049882984422805, 1.0]}, {'id': 'test_obs_2', 'shape': 'box', 'pos': [1.0068191713823902, -2.7572245721074626, 1.0], 'size': [0.07308020522809677, 0.08286486178574509, 1.0], 'color': [0.3246135765439693, 0.5118458197341181, 0.8901135212994203, 1.0]}]"
2025-11-03T21:04:36.041634,3,1,Neurosymbolic,"[3.0, -3.0, 1.0]","[1.3984121073717457, 0.9357497775772003, 1.0]",True,False,False,1569,0.09425456621233279,18.4933340549469,"[{'id': 'test_obs_0', 'shape': 'cylinder', 'pos': [-2.839518139832098, -3.2129380497258957, 1.0], 'size': [0.058250798705795685, 1.0], 'color': [0.5209874815445028, 0.7255603625613379, 0.6312915004345611, 1.0]}, {'id': 'test_obs_1', 'shape': 'box', 'pos': [-1.3496581580721156, -0.5936562884384763, 1.0], 'size': [0.0627552136543093, 0.06594674660602627, 1.0], 'color': [0.6402983561960228, 0.825434694420684, 0.31049882984422805, 1.0]}, {'id': 'test_obs_2', 'shape': 'box', 'pos': [1.0068191713823902, -2.7572245721074626, 1.0], 'size': [0.07308020522809677, 0.08286486178574509, 1.0], 'color': [0.3246135765439693, 0.5118458197341181, 0.8901135212994203, 1.0]}]"
2025-11-03T21:05:33.662668,3,2,Pure Neural,"[3.0, -3.0, 1.0]","[-0.27768580892564376, -2.1229096607315268, 1.0]",False,False,True,5000,0.2722610525388429,57.62027883529663,"[{'id': 'test_obs_0', 'shape': 'cylinder', 'pos': [2.8680128580779125, 2.710289267857478, 1.0], 'size': [0.07892820016352524, 1.0], 'color': [0.28888744117939646, 0.7128115081689743, 0.47656103474623757, 1.0]}, {'id': 'test_obs_1', 'shape': 'cylinder', 'pos': [-3.3651541701293084, 3.4066562592789396, 1.0], 'size': [0.07359531813110048, 1.0], 'color': [0.2899498917340946, 0.6283984322776515, 0.15590444907787307, 1.0]}, {'id': 'test_obs_2', 'shape': 'cylinder', 'pos': [-2.928093506100308, -2.8981942284349467, 1.0], 'size': [0.09906257309693234, 1.0], 'color': [0.4951901522855392, 0.467878707239488, 0.7198603854668421, 1.0]}]"
2025-11-03T21:05:56.190824,3,2,Neurosymbolic,"[3.0, -3.0, 1.0]","[-0.27768580892564376, -2.1229096607315268, 1.0]",True,False,False,1948,0.09771702724401712,22.528059005737305,"[{'id': 'test_obs_0', 'shape': 'cylinder', 'pos': [2.8680128580779125, 2.710289267857478, 1.0], 'size': [0.07892820016352524, 1.0], 'color': [0.28888744117939646, 0.7128115081689743, 0.47656103474623757, 1.0]}, {'id': 'test_obs_1', 'shape': 'cylinder', 'pos': [-3.3651541701293084, 3.4066562592789396, 1.0], 'size': [0.07359531813110048, 1.0], 'color': [0.2899498917340946, 0.6283984322776515, 0.15590444907787307, 1.0]}, {'id': 'test_obs_2', 'shape': 'cylinder', 'pos': [-2.928093506100308, -2.8981942284349467, 1.0], 'size': [0.09906257309693234, 1.0], 'color': [0.4951901522855392, 0.467878707239488, 0.7198603854668421, 1.0]}]"
2025-11-03T21:06:57.097807,3,3,Pure Neural,"[3.0, 3.0, 1.0]","[-0.6066805422178523, 0.3846335183238847, 1.0]",False,False,True,5000,0.3462636228162622,60.906611919403076,"[{'id': 'test_obs_0', 'shape': 'cylinder', 'pos': [1.350720795454517, 2.888299136377602, 1.0], 'size': [0.06423906848827618, 1.0], 'color': [0.38005533065762476, 0.5907194926257953, 0.5382453393646517, 1.0]}, {'id': 'test_obs_1', 'shape': 'cylinder', 'pos': [1.396910972398303, 0.5766259698013325, 1.0], 'size': [0.06584839488638708, 1.0], 'color': [0.6621426111715049, 0.2466250226521126, 0.6252130741638277, 1.0]}, {'id': 'test_obs_2', 'shape': 'box', 'pos': [1.2493670307263602, -1.0737058529903951, 1.0], 'size': [0.06826521880769756, 0.08951825688052213, 1.0], 'color': [0.6664237547641856, 0.8577322582984974, 0.6374797049886269, 1.0]}]"
