timestamp,episode,curriculum_level,episode_in_level,map_id,obstacle_count,start_x,start_y,start_z,goal_x,goal_y,goal_z,episode_reward,episode_length,termination_reason,goal_reached,collision_detected,out_of_bounds,final_position_x,final_position_y,final_position_z,goal_distance,final_velocity
2025-11-29 19:41:31.497,1,1,1,30,1,-3.0,3.0,1.0,-0.4187400765727243,0.7765900508379309,1.0,64.91099181741384,334,goal_reached,True,False,False,-0.602126027084887,0.9378725300869117,1.0,0.24421802750400587,1.0
2025-11-29 19:41:32.667,2,1,2,41,1,3.0,-3.0,1.0,0.5000365773369748,2.9235943728633496,1.0,-21.478798488615666,917,goal_reached,True,False,False,0.626626578308646,2.712326334933747,1.0,0.24629090969142914,0.9999999999999999
2025-11-29 19:41:33.287,3,1,3,0,1,3.0,3.0,1.0,-2.1436085494631296,2.944249468184135,1.0,35.90373739480921,566,goal_reached,True,False,False,-1.900287523330177,2.9542618068691824,1.0,0.2435269362603182,0.9999999999999999
2025-11-29 19:41:33.776,4,1,4,11,1,3.0,3.0,1.0,2.948912144577231,-0.1411743682966371,1.0,65.8990004122235,316,goal_reached,True,False,False,2.955826313411819,0.10041156260296695,1.0,0.24168485210972876,1.0
2025-11-29 19:41:34.345,5,1,5,1,1,3.0,-3.0,1.0,2.454752661376201,1.401471327023052,1.0,37.23398047209537,524,goal_reached,True,False,False,2.462077336879448,1.1598709787800836,1.0,0.24171135501327098,0.9999999999999999
2025-11-29 19:41:35.032,6,1,6,18,1,3.0,3.0,1.0,2.777318946509057,0.5650268016107125,1.0,78.12978562817018,220,goal_reached,True,False,False,2.787857778519396,0.8069415158033381,1.0,0.2421441635122388,1.0
2025-11-29 19:41:35.817,7,1,7,29,1,-3.0,-3.0,1.0,2.4284016655251532,-2.964406847670819,1.0,23.292117783319867,643,goal_reached,True,False,False,2.17936068772803,-2.9531738526799054,1.0,0.24929418123697372,0.9999999999999999
2025-11-29 19:41:36.421,8,1,8,13,1,3.0,3.0,1.0,2.7279245117400563,-1.0503213721454943,1.0,43.04430896266628,476,goal_reached,True,False,False,2.746680459955242,-0.8060578689724208,1.0,0.24498253932848515,0.9999999999999999
2025-11-29 19:41:37.189,9,1,9,37,1,-3.0,-3.0,1.0,2.0568782802499923,-1.1740737424018668,1.0,13.600526054830027,689,goal_reached,True,False,False,1.8123937355517377,-1.2038513250835308,1.0,0.24629128491823704,1.0
2025-11-29 19:41:38.204,10,1,10,36,1,-3.0,-3.0,1.0,-0.7783186639379602,2.0417492614846244,1.0,-32.655105413653814,927,goal_reached,True,False,False,-0.9186496572321681,1.8425241557694905,1.0,0.2436871568756657,0.9999999999999999
2025-11-29 19:41:39.589,11,1,11,22,1,-3.0,-3.0,1.0,-1.1074451515366248,2.656026210619662,1.0,-64.50190254026336,1109,goal_reached,True,False,False,-1.2302272628445625,2.4459655513687086,1.0,0.24331240704530444,0.9999999999999999
2025-11-29 19:41:40.256,12,1,12,1,1,3.0,-3.0,1.0,2.454752661376201,1.401471327023052,1.0,36.236447396817226,529,goal_reached,True,False,False,2.483757136140488,1.161839677165254,1.0,0.2413805857353125,0.9999999999999999
2025-11-29 19:41:40.645,13,1,13,11,1,3.0,3.0,1.0,2.948912144577231,-0.1411743682966371,1.0,67.4220056414357,308,goal_reached,True,False,False,2.950830935477274,0.10820708970539646,1.0,0.24938883967358705,1.0
2025-11-29 19:41:41.751,14,1,14,17,1,3.0,3.0,1.0,-1.4842888065001394,-2.197903655392908,1.0,-56.65202629351501,1115,goal_reached,True,False,False,-1.3720914324460267,-1.9867845416095176,1.0,0.23908059509153537,1.0
2025-11-29 19:41:42.772,15,1,15,17,1,3.0,3.0,1.0,-1.4842888065001394,-2.197903655392908,1.0,-37.32090006375901,1018,goal_reached,True,False,False,-1.3491932351252702,-1.992692297557362,1.0,0.2456878401342055,0.9999999999999999
2025-11-29 19:41:43.896,16,1,16,29,1,-3.0,-3.0,1.0,2.4284016655251532,-2.964406847670819,1.0,1.7072358415454687,751,goal_reached,True,False,False,2.1806105059198924,-2.9631036865619538,1.0,0.24779458631575374,1.0
2025-11-29 19:41:45.279,17,1,17,48,1,-3.0,-3.0,1.0,2.5085491710546624,1.436341344419481,1.0,-122.80354365288667,1456,goal_reached,True,False,False,2.276166220922263,1.366220795782352,1.0,0.2427318002516546,1.0
2025-11-29 19:41:46.008,18,1,18,6,1,-3.0,-3.0,1.0,-2.759339812617858,1.699657304076668,1.0,20.27316248526077,622,goal_reached,True,False,False,-2.775474599390291,1.451710925782091,1.0,0.24847079879452508,0.9999999999999999
2025-11-29 19:41:46.967,19,1,19,36,1,-3.0,-3.0,1.0,-0.7783186639379602,2.0417492614846244,1.0,-65.08828384844429,819,goal_reached,True,False,False,-0.88471929715947,1.8183484749984828,1.0,0.24744495580343695,0.9999999999999999
2025-11-29 19:41:48.064,20,1,20,48,1,-3.0,-3.0,1.0,2.5085491710546624,1.436341344419481,1.0,-49.842779142884666,1091,goal_reached,True,False,False,2.294117171838288,1.3158048692060293,1.0,0.24598805691499379,0.9999999999999999
2025-11-29 19:41:48.984,21,1,21,10,1,3.0,-3.0,1.0,2.0063990950113064,2.3444296151763258,1.0,33.84363600703037,591,goal_reached,True,False,False,2.0369964878482314,2.104838866405175,1.0,0.24153659628540292,0.9999999999999999
2025-11-29 19:41:49.252,22,1,22,45,1,3.0,-3.0,1.0,2.913110155133168,-0.18433294452036808,1.0,74.26598476993264,258,goal_reached,True,False,False,2.91599977745675,-0.42472351372241934,1.0,0.2404079359722951,1.0
2025-11-29 19:41:49.654,23,1,23,30,1,-3.0,3.0,1.0,-0.4187400765727243,0.7765900508379309,1.0,64.96218458146993,334,goal_reached,True,False,False,-0.6133400604967026,0.9155612324178277,1.0,0.2391278801246841,1.0
2025-11-29 19:41:49.968,24,1,24,30,1,-3.0,3.0,1.0,-0.4187400765727243,0.7765900508379309,1.0,66.85494670329305,324,goal_reached,True,False,False,-0.6119010548247069,0.9347760613029829,1.0,0.24966773405090303,0.9999999999999999
2025-11-29 19:41:50.182,25,1,25,38,1,-3.0,3.0,1.0,-2.5882365627516366,0.7438460486291669,1.0,80.02483015008364,203,goal_reached,True,False,False,-2.607266833037138,0.9839871978759773,1.0,0.24089400729100363,1.0
2025-11-29 19:41:50.923,26,1,26,23,1,-3.0,3.0,1.0,-1.09213029414281,-0.2264591851148543,1.0,58.543878875847575,383,goal_reached,True,False,False,-1.175993802146989,0.0018953700224028812,1.0,0.24326711826036337,0.9999999999999999
2025-11-29 19:41:51.819,27,1,27,43,1,-3.0,3.0,1.0,2.3722923171634624,1.6920672589985797,1.0,-37.07791508516257,950,goal_reached,True,False,False,2.125731123082217,1.6776649129774963,1.0,0.2469814770335635,1.0
2025-11-29 19:41:52.272,28,1,28,39,1,3.0,3.0,1.0,1.8345117921236778,-1.055907349085715,1.0,42.88167553918459,485,goal_reached,True,False,False,1.8880462402885352,-0.8203610156616064,1.0,0.2415533322681704,1.0
2025-11-29 19:41:53.506,29,1,29,48,1,-3.0,-3.0,1.0,2.5085491710546624,1.436341344419481,1.0,-103.83827535555892,1361,goal_reached,True,False,False,2.296122398812723,1.3133873324526892,1.0,0.2454441334068892,1.0
2025-11-29 19:41:54.002,30,1,30,13,1,3.0,3.0,1.0,2.7279245117400563,-1.0503213721454943,1.0,51.2615067048773,435,goal_reached,True,False,False,2.7412415690300973,-0.807409768681962,1.0,0.24327636776327158,0.9999999999999999
2025-11-29 19:41:54.875,31,1,31,35,1,-3.0,3.0,1.0,-2.8168298472080195,-1.8192700890756894,1.0,45.230811436748006,503,goal_reached,True,False,False,-2.8070154685527138,-1.569806020283126,1.0,0.24965705206729188,1.0
2025-11-29 19:41:55.261,32,1,32,42,1,3.0,3.0,1.0,0.10145559374441548,1.5763433667496427,1.0,68.30123544104778,308,goal_reached,True,False,False,0.3417865684430592,1.6404850868950618,1.0,0.2487431158098921,1.0
2025-11-29 19:41:55.757,33,1,33,10,1,3.0,-3.0,1.0,2.0063990950113064,2.3444296151763258,1.0,42.641568337793366,547,goal_reached,True,False,False,2.030220768819563,2.1038283971510663,1.0,0.24177762150014095,1.0
2025-11-29 19:41:56.869,34,1,34,17,1,3.0,3.0,1.0,-1.4842888065001394,-2.197903655392908,1.0,-77.30869320176421,1218,goal_reached,True,False,False,-1.2617238855535828,-2.0959110473014797,1.0,0.24482164148873498,1.0
2025-11-29 19:41:57.753,35,1,35,14,1,-3.0,-3.0,1.0,1.5503079717309953,-0.22669942812659905,1.0,-36.091062903228305,935,goal_reached,True,False,False,1.3495372822740983,-0.36951740305281966,1.0,0.24638555904724685,0.9999999999999999
2025-11-29 19:41:58.308,36,1,36,16,1,-3.0,3.0,1.0,-1.2458665412089183,0.6902548824726717,1.0,80.69696052770735,230,goal_reached,True,False,False,-1.3801136738061897,0.8881500965356821,1.0,0.23913345303330955,1.0
2025-11-29 19:41:59.554,37,1,37,25,1,-3.0,-3.0,1.0,0.5559167982629338,1.667416604047986,1.0,-88.0731086173592,1222,goal_reached,True,False,False,0.39563268097349286,1.4845303609478175,1.0,0.24318383205005473,0.9999999999999999
2025-11-29 19:41:59.962,38,1,38,1,1,3.0,-3.0,1.0,2.454752661376201,1.401471327023052,1.0,56.23744931669896,429,goal_reached,True,False,False,2.4609001081949153,1.1601848305575364,1.0,0.24136479544248418,1.0
2025-11-29 19:42:00.833,39,1,39,37,1,-3.0,-3.0,1.0,2.0568782802499923,-1.1740737424018668,1.0,-25.55872293086813,885,goal_reached,True,False,False,1.8251515027449838,-1.2430277182860292,1.0,0.24176838131378833,0.9999999999999999
2025-11-29 19:42:01.473,40,1,40,44,1,-3.0,3.0,1.0,1.405842949799717,-1.841261156000199,1.0,39.09596818522508,620,goal_reached,True,False,False,1.2120937099862992,-1.6919028037460397,1.0,0.24463582181756371,1.0
2025-11-29 19:42:02.209,41,1,41,4,1,-3.0,3.0,1.0,-2.813845882511571,-0.43807902391493503,1.0,65.04149944244978,335,goal_reached,True,False,False,-2.806150578651584,-0.18924080833791881,1.0,0.2489571755002276,1.0
2025-11-29 19:42:02.637,42,1,42,39,1,3.0,3.0,1.0,1.8345117921236778,-1.055907349085715,1.0,49.245157047976846,453,goal_reached,True,False,False,1.8653406374366013,-0.8124505037441708,1.0,0.24540100498364853,1.0
2025-11-29 19:42:04.595,43,1,43,24,1,-3.0,-3.0,1.0,0.8185793356582778,2.911132696960241,1.0,-274.2028014756556,2211,goal_reached,True,False,False,0.6606567910121433,2.7228829494598794,1.0,0.24571832968148757,1.0
2025-11-29 19:42:05.102,44,1,44,47,1,-3.0,3.0,1.0,-1.4809727487999709,-1.3074655854731583,1.0,52.49157009552489,454,goal_reached,True,False,False,-1.4887224648799866,-1.0592904091812547,1.0,0.2482961462182574,1.0
2025-11-29 19:42:06.324,45,1,45,43,1,-3.0,3.0,1.0,2.3722923171634624,1.6920672589985797,1.0,-122.4674494116444,1377,goal_reached,True,False,False,2.1469326026471283,1.595882419850678,1.0,0.24502759887161968,0.9999999999999999
